Disease,New_Symptom_1,Symptom_1,Symptom_2,New_Symptom_2,New_Symptom_3,Symptom_3,Symptom_4,New_Symptom_4,Symptom_5,New_Symptom_5,Symptom_6,New_Symptom_6,Symptom_7,New_Symptom_7,Symptom_8,New_Symptom_8,Symptom_9,New_Symptom_9,Symptom_10,New_Symptom_10,Symptom_11,New_Symptom_11,Symptom_12,New_Symptom_12,Symptom_13,New_Symptom_13,Symptom_14,New_Symptom_14,Symptom_15,New_Symptom_15,Symptom_16,New_Symptom_16,Symptom_17
Jaundice,itching,itching,vomiting,vomiting,fatigue,fatigue,weight_loss,weight loss,high_fever,high fever,dark_urine,dark urine,abdominal_pain,abdominal pain,,,,,,,,,,,,,,,,,,,
Jaundice,itching,itching,vomiting,vomiting,fatigue,fatigue,weight_loss,weight loss,high_fever,high fever,yellowish_skin,yellowish skin,abdominal_pain,abdominal pain,,,,,,,,,,,,,,,,,,,
Jaundice,itching,itching,vomiting,vomiting,fatigue,fatigue,weight_loss,weight loss,high_fever,high fever,yellowish_skin,yellowish skin,dark_urine,dark urine,,,,,,,,,,,,,,,,,,,
Malaria,chills,chills,vomiting,vomiting,high fever,high_fever,sweating,sweating,headache,headache,nausea,nausea,muscle_pain,muscle pain,,,,,,,,,,,,,,,,,,,
Malaria,chills,chills,vomiting,vomiting,high fever,high_fever,sweating,sweating,headache,headache,nausea,nausea,diarrhoea,diarrhoea,muscle_pain,muscle pain,,,,,,,,,,,,,,,,,
Malaria,chills,chills,vomiting,vomiting,high fever,high_fever,sweating,sweating,headache,headache,nausea,nausea,diarrhoea,diarrhoea,muscle_pain,muscle pain,,,,,,,,,,,,,,,,,
Malaria,vomiting,vomiting,high_fever,high fever,sweating,sweating,headache,headache,nausea,nausea,diarrhoea,diarrhoea,muscle_pain,muscle pain,,,,,,,,,,,,,,,,,,,
Malaria,chills,chills,high_fever,high fever,sweating,sweating,headache,headache,nausea,nausea,diarrhoea,diarrhoea,muscle_pain,muscle pain,,,,,,,,,,,,,,,,,,,
Malaria,chills,chills,vomiting,vomiting,sweating,sweating,headache,headache,nausea,nausea,diarrhoea,diarrhoea,muscle_pain,muscle pain,,,,,,,,,,,,,,,,,,,
Malaria,chills,chills,vomiting,vomiting,high fever,high_fever,headache,headache,nausea,nausea,diarrhoea,diarrhoea,muscle_pain,muscle pain,,,,,,,,,,,,,,,,,,,
Malaria,chills,chills,vomiting,vomiting,high fever,high_fever,sweating,sweating,nausea,nausea,diarrhoea,diarrhoea,muscle_pain,muscle pain,,,,,,,,,,,,,,,,,,,
Malaria,chills,chills,vomiting,vomiting,high fever,high_fever,sweating,sweating,headache,headache,diarrhoea,diarrhoea,muscle_pain,muscle pain,,,,,,,,,,,,,,,,,,,
Malaria,chills,chills,vomiting,vomiting,high fever,high_fever,sweating,sweating,headache,headache,nausea,nausea,muscle_pain,muscle pain,,,,,,,,,,,,,,,,,,,
Chicken pox,itching,itching,skin_rash,skin rash,fatigue,fatigue,lethargy,lethargy,high_fever,high fever,headache,headache,loss_of_appetite,loss of appetite,mild_fever,mild fever,swelled_lymph_nodes,swelled lymph nodes,malaise,malaise,red_spots_over_body,red spots over body,,,,,,,,,,,
Chicken pox,skin rash,skin_rash,fatigue,fatigue,lethargy,lethargy,high_fever,high fever,headache,headache,loss_of_appetite,loss of appetite,mild_fever,mild fever,swelled_lymph_nodes,swelled lymph nodes,malaise,malaise,red_spots_over_body,red spots over body,,,,,,,,,,,,,
Chicken pox,itching,itching,fatigue,fatigue,lethargy,lethargy,high_fever,high fever,headache,headache,loss_of_appetite,loss of appetite,mild_fever,mild fever,swelled_lymph_nodes,swelled lymph nodes,malaise,malaise,red_spots_over_body,red spots over body,,,,,,,,,,,,,
Chicken pox,itching,itching,skin_rash,skin rash,lethargy,lethargy,high_fever,high fever,headache,headache,loss_of_appetite,loss of appetite,mild_fever,mild fever,swelled_lymph_nodes,swelled lymph nodes,malaise,malaise,red_spots_over_body,red spots over body,,,,,,,,,,,,,
Chicken pox,itching,itching,skin_rash,skin rash,fatigue,fatigue,high_fever,high fever,headache,headache,loss_of_appetite,loss of appetite,mild_fever,mild fever,swelled_lymph_nodes,swelled lymph nodes,malaise,malaise,red_spots_over_body,red spots over body,,,,,,,,,,,,,
Chicken pox,itching,itching,skin_rash,skin rash,fatigue,fatigue,lethargy,lethargy,headache,headache,loss_of_appetite,loss of appetite,mild_fever,mild fever,swelled_lymph_nodes,swelled lymph nodes,malaise,malaise,red_spots_over_body,red spots over body,,,,,,,,,,,,,
Chicken pox,itching,itching,skin_rash,skin rash,fatigue,fatigue,lethargy,lethargy,high_fever,high fever,loss_of_appetite,loss of appetite,mild_fever,mild fever,swelled_lymph_nodes,swelled lymph nodes,malaise,malaise,red_spots_over_body,red spots over body,,,,,,,,,,,,,
Chicken pox,itching,itching,skin_rash,skin rash,fatigue,fatigue,lethargy,lethargy,high_fever,high fever,headache,headache,mild_fever,mild fever,swelled_lymph_nodes,swelled lymph nodes,malaise,malaise,red_spots_over_body,red spots over body,,,,,,,,,,,,,
Chicken pox,itching,itching,skin_rash,skin rash,fatigue,fatigue,lethargy,lethargy,high_fever,high fever,headache,headache,loss_of_appetite,loss of appetite,swelled_lymph_nodes,swelled lymph nodes,malaise,malaise,red_spots_over_body,red spots over body,,,,,,,,,,,,,
Chicken pox,itching,itching,skin_rash,skin rash,fatigue,fatigue,lethargy,lethargy,high_fever,high fever,headache,headache,loss_of_appetite,loss of appetite,mild_fever,mild fever,malaise,malaise,red_spots_over_body,red spots over body,,,,,,,,,,,,,
Dengue,skin rash,skin_rash,chills,chills,joint pain,joint_pain,vomiting,vomiting,fatigue,fatigue,high_fever,high fever,headache,headache,nausea,nausea,loss_of_appetite,loss of appetite,pain_behind_the_eyes,pain behind the eyes,back_pain,back pain,muscle_pain,muscle pain,red_spots_over_body,red spots over body,,,,,,,
Dengue,skin rash,skin_rash,chills,chills,joint pain,joint_pain,vomiting,vomiting,fatigue,fatigue,high_fever,high fever,headache,headache,nausea,nausea,loss_of_appetite,loss of appetite,pain_behind_the_eyes,pain behind the eyes,back_pain,back pain,malaise,malaise,red_spots_over_body,red spots over body,,,,,,,
Dengue,skin rash,skin_rash,chills,chills,joint pain,joint_pain,vomiting,vomiting,fatigue,fatigue,high_fever,high fever,headache,headache,nausea,nausea,loss_of_appetite,loss of appetite,pain_behind_the_eyes,pain behind the eyes,back_pain,back pain,malaise,malaise,muscle_pain,muscle pain,,,,,,,
Dengue,skin rash,skin_rash,chills,chills,joint pain,joint_pain,vomiting,vomiting,fatigue,fatigue,high_fever,high fever,headache,headache,nausea,nausea,loss_of_appetite,loss of appetite,pain_behind_the_eyes,pain behind the eyes,back_pain,back pain,malaise,malaise,muscle_pain,muscle pain,red_spots_over_body,red spots over body,,,,,
Dengue,chills,chills,joint_pain,joint pain,vomiting,vomiting,fatigue,fatigue,high_fever,high fever,headache,headache,nausea,nausea,loss_of_appetite,loss of appetite,pain_behind_the_eyes,pain behind the eyes,back_pain,back pain,malaise,malaise,muscle_pain,muscle pain,red_spots_over_body,red spots over body,,,,,,,
Dengue,skin rash,skin_rash,joint_pain,joint pain,vomiting,vomiting,fatigue,fatigue,high_fever,high fever,headache,headache,nausea,nausea,loss_of_appetite,loss of appetite,pain_behind_the_eyes,pain behind the eyes,back_pain,back pain,malaise,malaise,muscle_pain,muscle pain,red_spots_over_body,red spots over body,,,,,,,
Dengue,skin rash,skin_rash,chills,chills,vomiting,vomiting,fatigue,fatigue,high_fever,high fever,headache,headache,nausea,nausea,loss_of_appetite,loss of appetite,pain_behind_the_eyes,pain behind the eyes,back_pain,back pain,malaise,malaise,muscle_pain,muscle pain,red_spots_over_body,red spots over body,,,,,,,
Dengue,skin rash,skin_rash,chills,chills,joint pain,joint_pain,fatigue,fatigue,high_fever,high fever,headache,headache,nausea,nausea,loss_of_appetite,loss of appetite,pain_behind_the_eyes,pain behind the eyes,back_pain,back pain,malaise,malaise,muscle_pain,muscle pain,red_spots_over_body,red spots over body,,,,,,,
Dengue,skin rash,skin_rash,chills,chills,joint pain,joint_pain,vomiting,vomiting,high_fever,high fever,headache,headache,nausea,nausea,loss_of_appetite,loss of appetite,pain_behind_the_eyes,pain behind the eyes,back_pain,back pain,malaise,malaise,muscle_pain,muscle pain,red_spots_over_body,red spots over body,,,,,,,
Dengue,skin rash,skin_rash,chills,chills,joint pain,joint_pain,vomiting,vomiting,fatigue,fatigue,headache,headache,nausea,nausea,loss_of_appetite,loss of appetite,pain_behind_the_eyes,pain behind the eyes,back_pain,back pain,malaise,malaise,muscle_pain,muscle pain,red_spots_over_body,red spots over body,,,,,,,
Typhoid,chills,chills,vomiting,vomiting,fatigue,fatigue,high_fever,high fever,nausea,nausea,constipation,constipation,abdominal_pain,abdominal pain,diarrhoea,diarrhoea,toxic_look_(typhos),toxic look (typhos),belly_pain,belly pain,,,,,,,,,,,,,
Typhoid,chills,chills,vomiting,vomiting,fatigue,fatigue,high_fever,high fever,headache,headache,constipation,constipation,abdominal_pain,abdominal pain,diarrhoea,diarrhoea,toxic_look_(typhos),toxic look (typhos),belly_pain,belly pain,,,,,,,,,,,,,
Typhoid,chills,chills,vomiting,vomiting,fatigue,fatigue,high_fever,high fever,headache,headache,nausea,nausea,abdominal_pain,abdominal pain,diarrhoea,diarrhoea,toxic_look_(typhos),toxic look (typhos),belly_pain,belly pain,,,,,,,,,,,,,
Typhoid,chills,chills,vomiting,vomiting,fatigue,fatigue,high_fever,high fever,headache,headache,nausea,nausea,constipation,constipation,diarrhoea,diarrhoea,toxic_look_(typhos),toxic look (typhos),belly_pain,belly pain,,,,,,,,,,,,,
Typhoid,chills,chills,vomiting,vomiting,fatigue,fatigue,high_fever,high fever,headache,headache,nausea,nausea,constipation,constipation,abdominal_pain,abdominal pain,toxic_look_(typhos),toxic look (typhos),belly_pain,belly pain,,,,,,,,,,,,,
Typhoid,chills,chills,vomiting,vomiting,fatigue,fatigue,high_fever,high fever,headache,headache,nausea,nausea,constipation,constipation,abdominal_pain,abdominal pain,diarrhoea,diarrhoea,belly_pain,belly pain,,,,,,,,,,,,,
Typhoid,chills,chills,vomiting,vomiting,fatigue,fatigue,high_fever,high fever,headache,headache,nausea,nausea,constipation,constipation,abdominal_pain,abdominal pain,diarrhoea,diarrhoea,toxic_look_(typhos),toxic look (typhos),,,,,,,,,,,,,
Typhoid,chills,chills,vomiting,vomiting,fatigue,fatigue,high_fever,high fever,headache,headache,nausea,nausea,constipation,constipation,abdominal_pain,abdominal pain,diarrhoea,diarrhoea,toxic_look_(typhos),toxic look (typhos),belly_pain,belly pain,,,,,,,,,,,
Typhoid,chills,chills,vomiting,vomiting,fatigue,fatigue,high_fever,high fever,headache,headache,nausea,nausea,constipation,constipation,abdominal_pain,abdominal pain,diarrhoea,diarrhoea,toxic_look_(typhos),toxic look (typhos),belly_pain,belly pain,,,,,,,,,,,
Typhoid,chills,chills,fatigue,fatigue,high fever,high_fever,headache,headache,nausea,nausea,constipation,constipation,abdominal_pain,abdominal pain,diarrhoea,diarrhoea,toxic_look_(typhos),toxic look (typhos),belly_pain,belly pain,,,,,,,,,,,,,
hepatitis A,joint pain,joint_pain,vomiting,vomiting,yellowish skin,yellowish_skin,dark_urine,dark urine,nausea,nausea,loss_of_appetite,loss of appetite,abdominal_pain,abdominal pain,diarrhoea,diarrhoea,mild_fever,mild fever,yellowing_of_eyes,yellowing of eyes,muscle_pain,muscle pain,,,,,,,,,,,
hepatitis A,joint pain,joint_pain,vomiting,vomiting,yellowish skin,yellowish_skin,dark_urine,dark urine,nausea,nausea,loss_of_appetite,loss of appetite,abdominal_pain,abdominal pain,diarrhoea,diarrhoea,mild_fever,mild fever,yellowing_of_eyes,yellowing of eyes,muscle_pain,muscle pain,,,,,,,,,,,
hepatitis A,vomiting,vomiting,yellowish_skin,yellowish skin,dark urine,dark_urine,nausea,nausea,loss_of_appetite,loss of appetite,abdominal_pain,abdominal pain,diarrhoea,diarrhoea,mild_fever,mild fever,yellowing_of_eyes,yellowing of eyes,muscle_pain,muscle pain,,,,,,,,,,,,,
hepatitis A,joint pain,joint_pain,yellowish_skin,yellowish skin,dark urine,dark_urine,nausea,nausea,loss_of_appetite,loss of appetite,abdominal_pain,abdominal pain,diarrhoea,diarrhoea,mild_fever,mild fever,yellowing_of_eyes,yellowing of eyes,muscle_pain,muscle pain,,,,,,,,,,,,,
hepatitis A,joint pain,joint_pain,vomiting,vomiting,dark urine,dark_urine,nausea,nausea,loss_of_appetite,loss of appetite,abdominal_pain,abdominal pain,diarrhoea,diarrhoea,mild_fever,mild fever,yellowing_of_eyes,yellowing of eyes,muscle_pain,muscle pain,,,,,,,,,,,,,
hepatitis A,joint pain,joint_pain,vomiting,vomiting,yellowish skin,yellowish_skin,nausea,nausea,loss_of_appetite,loss of appetite,abdominal_pain,abdominal pain,diarrhoea,diarrhoea,mild_fever,mild fever,yellowing_of_eyes,yellowing of eyes,muscle_pain,muscle pain,,,,,,,,,,,,,
hepatitis A,joint pain,joint_pain,vomiting,vomiting,yellowish skin,yellowish_skin,dark_urine,dark urine,loss_of_appetite,loss of appetite,abdominal_pain,abdominal pain,diarrhoea,diarrhoea,mild_fever,mild fever,yellowing_of_eyes,yellowing of eyes,muscle_pain,muscle pain,,,,,,,,,,,,,
hepatitis A,joint pain,joint_pain,vomiting,vomiting,yellowish skin,yellowish_skin,dark_urine,dark urine,nausea,nausea,abdominal_pain,abdominal pain,diarrhoea,diarrhoea,mild_fever,mild fever,yellowing_of_eyes,yellowing of eyes,muscle_pain,muscle pain,,,,,,,,,,,,,
hepatitis A,joint pain,joint_pain,vomiting,vomiting,yellowish skin,yellowish_skin,dark_urine,dark urine,nausea,nausea,loss_of_appetite,loss of appetite,diarrhoea,diarrhoea,mild_fever,mild fever,yellowing_of_eyes,yellowing of eyes,muscle_pain,muscle pain,,,,,,,,,,,,,
hepatitis A,joint pain,joint_pain,vomiting,vomiting,yellowish skin,yellowish_skin,dark_urine,dark urine,nausea,nausea,loss_of_appetite,loss of appetite,abdominal_pain,abdominal pain,mild_fever,mild fever,yellowing_of_eyes,yellowing of eyes,muscle_pain,muscle pain,,,,,,,,,,,,,
Hepatitis B,itching,itching,fatigue,fatigue,lethargy,lethargy,yellowish_skin,yellowish skin,dark_urine,dark urine,loss_of_appetite,loss of appetite,abdominal_pain,abdominal pain,yellow_urine,yellow urine,yellowing_of_eyes,yellowing of eyes,malaise,malaise,receiving_blood_transfusion,receiving blood transfusion,receiving_unsterile_injections,receiving unsterile injections,,,,,,,,,
Hepatitis B,itching,itching,fatigue,fatigue,lethargy,lethargy,yellowish_skin,yellowish skin,dark_urine,dark urine,loss_of_appetite,loss of appetite,abdominal_pain,abdominal pain,yellow_urine,yellow urine,yellowing_of_eyes,yellowing of eyes,malaise,malaise,receiving_blood_transfusion,receiving blood transfusion,receiving_unsterile_injections,receiving unsterile injections,,,,,,,,,
Hepatitis B,fatigue,fatigue,lethargy,lethargy,yellowish skin,yellowish_skin,dark_urine,dark urine,loss_of_appetite,loss of appetite,abdominal_pain,abdominal pain,yellow_urine,yellow urine,yellowing_of_eyes,yellowing of eyes,malaise,malaise,receiving_blood_transfusion,receiving blood transfusion,receiving_unsterile_injections,receiving unsterile injections,,,,,,,,,,,
Hepatitis B,itching,itching,lethargy,lethargy,yellowish skin,yellowish_skin,dark_urine,dark urine,loss_of_appetite,loss of appetite,abdominal_pain,abdominal pain,yellow_urine,yellow urine,yellowing_of_eyes,yellowing of eyes,malaise,malaise,receiving_blood_transfusion,receiving blood transfusion,receiving_unsterile_injections,receiving unsterile injections,,,,,,,,,,,
Hepatitis B,itching,itching,fatigue,fatigue,yellowish skin,yellowish_skin,dark_urine,dark urine,loss_of_appetite,loss of appetite,abdominal_pain,abdominal pain,yellow_urine,yellow urine,yellowing_of_eyes,yellowing of eyes,malaise,malaise,receiving_blood_transfusion,receiving blood transfusion,receiving_unsterile_injections,receiving unsterile injections,,,,,,,,,,,
Hepatitis B,itching,itching,fatigue,fatigue,lethargy,lethargy,dark_urine,dark urine,loss_of_appetite,loss of appetite,abdominal_pain,abdominal pain,yellow_urine,yellow urine,yellowing_of_eyes,yellowing of eyes,malaise,malaise,receiving_blood_transfusion,receiving blood transfusion,receiving_unsterile_injections,receiving unsterile injections,,,,,,,,,,,
Hepatitis B,itching,itching,fatigue,fatigue,lethargy,lethargy,yellowish_skin,yellowish skin,loss_of_appetite,loss of appetite,abdominal_pain,abdominal pain,yellow_urine,yellow urine,yellowing_of_eyes,yellowing of eyes,malaise,malaise,receiving_blood_transfusion,receiving blood transfusion,receiving_unsterile_injections,receiving unsterile injections,,,,,,,,,,,
Hepatitis B,itching,itching,fatigue,fatigue,lethargy,lethargy,yellowish_skin,yellowish skin,dark_urine,dark urine,abdominal_pain,abdominal pain,yellow_urine,yellow urine,yellowing_of_eyes,yellowing of eyes,malaise,malaise,receiving_blood_transfusion,receiving blood transfusion,receiving_unsterile_injections,receiving unsterile injections,,,,,,,,,,,
Hepatitis B,itching,itching,fatigue,fatigue,lethargy,lethargy,yellowish_skin,yellowish skin,dark_urine,dark urine,loss_of_appetite,loss of appetite,yellow_urine,yellow urine,yellowing_of_eyes,yellowing of eyes,malaise,malaise,receiving_blood_transfusion,receiving blood transfusion,receiving_unsterile_injections,receiving unsterile injections,,,,,,,,,,,
Hepatitis B,itching,itching,fatigue,fatigue,lethargy,lethargy,yellowish_skin,yellowish skin,dark_urine,dark urine,loss_of_appetite,loss of appetite,abdominal_pain,abdominal pain,yellowing_of_eyes,yellowing of eyes,malaise,malaise,receiving_blood_transfusion,receiving blood transfusion,receiving_unsterile_injections,receiving unsterile injections,,,,,,,,,,,
Hepatitis C,fatigue,fatigue,yellowish_skin,yellowish skin,nausea,nausea,loss_of_appetite,loss of appetite,family_history,family history,,,,,,,,,,,,,,,,,,,,,,,
Hepatitis C,fatigue,fatigue,yellowish_skin,yellowish skin,nausea,nausea,loss_of_appetite,loss of appetite,yellowing_of_eyes,yellowing of eyes,family_history,family history,,,,,,,,,,,,,,,,,,,,,
Hepatitis C,yellowish skin,yellowish_skin,nausea,nausea,loss of appetite,loss_of_appetite,yellowing_of_eyes,yellowing of eyes,family_history,family history,,,,,,,,,,,,,,,,,,,,,,,
Hepatitis C,fatigue,fatigue,nausea,nausea,loss of appetite,loss_of_appetite,yellowing_of_eyes,yellowing of eyes,family_history,family history,,,,,,,,,,,,,,,,,,,,,,,
Hepatitis C,fatigue,fatigue,yellowish_skin,yellowish skin,loss of appetite,loss_of_appetite,yellowing_of_eyes,yellowing of eyes,family_history,family history,,,,,,,,,,,,,,,,,,,,,,,
Hepatitis C,fatigue,fatigue,yellowish_skin,yellowish skin,nausea,nausea,yellowing_of_eyes,yellowing of eyes,family_history,family history,,,,,,,,,,,,,,,,,,,,,,,
Hepatitis C,fatigue,fatigue,yellowish_skin,yellowish skin,nausea,nausea,loss_of_appetite,loss of appetite,family_history,family history,,,,,,,,,,,,,,,,,,,,,,,
Hepatitis C,fatigue,fatigue,yellowish_skin,yellowish skin,nausea,nausea,loss_of_appetite,loss of appetite,yellowing_of_eyes,yellowing of eyes,,,,,,,,,,,,,,,,,,,,,,,
Hepatitis C,fatigue,fatigue,yellowish_skin,yellowish skin,nausea,nausea,loss_of_appetite,loss of appetite,yellowing_of_eyes,yellowing of eyes,family_history,family history,,,,,,,,,,,,,,,,,,,,,
Hepatitis C,fatigue,fatigue,yellowish_skin,yellowish skin,nausea,nausea,loss_of_appetite,loss of appetite,yellowing_of_eyes,yellowing of eyes,family_history,family history,,,,,,,,,,,,,,,,,,,,,
Hepatitis D,joint pain,joint_pain,vomiting,vomiting,fatigue,fatigue,yellowish_skin,yellowish skin,dark_urine,dark urine,nausea,nausea,loss_of_appetite,loss of appetite,abdominal_pain,abdominal pain,yellowing_of_eyes,yellowing of eyes,,,,,,,,,,,,,,,
Hepatitis D,vomiting,vomiting,fatigue,fatigue,yellowish skin,yellowish_skin,dark_urine,dark urine,nausea,nausea,loss_of_appetite,loss of appetite,abdominal_pain,abdominal pain,yellowing_of_eyes,yellowing of eyes,,,,,,,,,,,,,,,,,
Hepatitis D,joint pain,joint_pain,fatigue,fatigue,yellowish skin,yellowish_skin,dark_urine,dark urine,nausea,nausea,loss_of_appetite,loss of appetite,abdominal_pain,abdominal pain,yellowing_of_eyes,yellowing of eyes,,,,,,,,,,,,,,,,,
